schemaVersion,recordType,name,slug,website,yc_url,description,batch,location,status,yc_tag,source_name,source_url
1.0,STARTUP,Fintelite,fintelite,http://www.fintelite.ai,https://www.ycombinator.com/companies/fintelite,Intelligent Process Automation for Lending.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,MosaicVoice,mosaicvoice,https://mosaicvoice.ai/,https://www.ycombinator.com/companies/mosaicvoice,We make it simple for call centers to automate quality assurance.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Beam,beam,https://beam.cloud,https://www.ycombinator.com/companies/beam,AI-Native Cloud Platform,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sophys,sophys,https://www.sophyshealth.com/,https://www.ycombinator.com/companies/sophys,AI Agents for Healthcare Intake,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Armilla AI,armilla-ai,http://www.armilla.ai,https://www.ycombinator.com/companies/armilla-ai,Liability insurance for generative AI and AI Agents ,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Dart,dart,https://www.dartai.com,https://www.ycombinator.com/companies/dart,The work and agent management platform,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Emobi,emobi,https://www.emobi.ai,https://www.ycombinator.com/companies/emobi,A single point integration for secure and automated EV charging.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Reforged Labs,reforged-labs,https://reforgedlabs.com/,https://www.ycombinator.com/companies/reforged-labs,"Turn intuition into insights, in minutes",Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,T3 Chat,t3-chat,https://t3.chat,https://www.ycombinator.com/companies/t3-chat,The best AI chat you've ever used,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Speechly,speechly,https://www.speechly.com/,https://www.ycombinator.com/companies/speechly,Natural Language Understanding API for Speech that runs on device,Winter 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,SkyLink,skylink,http://www.tryskylink.com,https://www.ycombinator.com/companies/skylink,Travel Management Meets AI,Winter 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,RefineTrain AI,refinetrain-ai,https://www.refinetrain.ai/,https://www.ycombinator.com/companies/refinetrain-ai,AI agents rewriting & optimising your internal documentation for LLMs,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,NearWave,nearwave,http://nearwave.co,https://www.ycombinator.com/companies/nearwave,Helping physicians select the right therapy for breast cancer patients,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Siftly,siftly,https://siftly.ai/,https://www.ycombinator.com/companies/siftly,Get your brand discovered and recommended by ChatGPT,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cogram,cogram,https://cogram.com,https://www.ycombinator.com/companies/cogram,"The AI Platform for Architects, Builders, and Engineers",Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cotera,cotera,https://cotera.co,https://www.ycombinator.com/companies/cotera,The fastest way to build an AI agent,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Strong Compute,strong-compute,https://strongcompute.com,https://www.ycombinator.com/companies/strong-compute,10x-1000x faster compute for Neural Network training,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,"Sendme, Inc",sendme-inc,http://www.sendme.ng,https://www.ycombinator.com/companies/sendme-inc,On demand provider of meat to households and food businesses,Winter 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,goodfin,goodfin,http://www.goodfin.com,https://www.ycombinator.com/companies/goodfin,Building the next generation of wealth,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Broccoli AI,broccoli-ai,https://www.broccoli.com/,https://www.ycombinator.com/companies/broccoli-ai,AI-native operating system for home service businesses,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Theneo,theneo,https://theneo.io,https://www.ycombinator.com/companies/theneo,Stripe-like API Docs in just a few clicks,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,AvairSense,avairsense,https://www.avairsense.com/,https://www.ycombinator.com/companies/avairsense,We go all out to Build the Smartest AI-Enabled Cameras!,Winter 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,IoTFlows Inc,iotflows-inc,https://www.iotflows.com/,https://www.ycombinator.com/companies/iotflows-inc,Plug-and-play AI platform with sensors and dashboards that makes…,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,HOAi,hoai,https://www.hoai.com,https://www.ycombinator.com/companies/hoai,AI agent for community management,Winter 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Spade,spade,https://www.spade.com,https://www.ycombinator.com/companies/spade,Spade is the data and AI platform for modern finance.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Housewarming,housewarming,https://housewarming.me,https://www.ycombinator.com/companies/housewarming,Share casual moments with the people you care about,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,RTHM,rthm,https://www.rthm.com,https://www.ycombinator.com/companies/rthm,Self-learning care for complex illness,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Humand,humand,https://humand.co,https://www.ycombinator.com/companies/humand,All-in-one app for internal communication and HR,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Postal,postal,https://usepostal.com,https://www.ycombinator.com/companies/postal,An AI native virtual address & mailroom for businesses.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,AYC Fund,ayc-fund,http://www.AYCFund.com/,https://www.ycombinator.com/companies/ayc-fund,AI-native crypto hedge fund,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Heptabase,heptabase,https://heptabase.com/,https://www.ycombinator.com/companies/heptabase,"An intelligent, visual knowledge base for learning complex topics.",Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Nara,nara,https://trynara.com,https://www.ycombinator.com/companies/nara,Answer 70% of your support and sales questions. Instantly,Winter 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Query Vary,query-vary,https://queryvary.com,https://www.ycombinator.com/companies/query-vary,No-Code LLM Application / Workflow Builder,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Impossible Metals,impossible-metals,https://impossiblemetals.com,https://www.ycombinator.com/companies/impossible-metals,Underwater robotic vehicles that collect  battery metals responsibly,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cellbyte,cellbyte,https://www.cellbyte.com/,https://www.ycombinator.com/companies/cellbyte,AI Agents for Pharma Drug Launches,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,GovDash,govdash,https://govdash.com/,https://www.ycombinator.com/companies/govdash,AI platform to win and run government contracts,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,KorrAI,korrai,https://www.korrai.com,https://www.ycombinator.com/companies/korrai,Traceable AI for billion-dollar infrastructure.,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Flike,flike,https://flike.app/,https://www.ycombinator.com/companies/flike,Flike's AI crafts sales emails that convert,Winter 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Reality Defender,reality-defender,http://www.realitydefender.com,https://www.ycombinator.com/companies/reality-defender,Enterprise Deepfake Detection,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,WhiteLab Genomics,whitelab-genomics,https://whitelabgx.com,https://www.ycombinator.com/companies/whitelab-genomics,Unleashing the potential of DNA and RNA based therapies using AI,Winter 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Elessar,elessar,https://www.getelessar.com/,https://www.ycombinator.com/companies/elessar,AI-powered engineering productivity tools,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Julius,julius,https://julius.ai,https://www.ycombinator.com/companies/julius,Build and analyze things with AI,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Ciro,ciro,https://www.ciro.io/,https://www.ycombinator.com/companies/ciro,GTM AI that books you 5-8 meetings/week,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Truva,truva,https://www.truva.ai/,https://www.ycombinator.com/companies/truva,Sell more. Grind less with AI agents.,Summer 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Two Dots,two-dots,https://www.twodots.com,https://www.ycombinator.com/companies/two-dots,AI fraud prevention and underwriting agent,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Bunting Labs,bunting-labs,https://buntinglabs.com,https://www.ycombinator.com/companies/bunting-labs,AI Models for GIS,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cerrion,cerrion,https://www.cerrion.com/,https://www.ycombinator.com/companies/cerrion,Video AI to automatically detect and respond to production line…,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Champ,champ,https://trychamp.co/,https://www.ycombinator.com/companies/champ,AI SDR,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Roxels,roxels,https://www.roxels.ai/,https://www.ycombinator.com/companies/roxels,"Founder-level assistance whenever customers need it, at scale",Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Fetii,fetii,https://www.fetii.com/,https://www.ycombinator.com/companies/fetii,Fetii is an AI-driven mobility platform,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Craze,craze,https://www.craze.ai/?utm_source=yc,https://www.ycombinator.com/companies/craze,The AI Video Maker,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,NuMind,numind,https://www.numind.ai,https://www.ycombinator.com/companies/numind,Create custom NLP models,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Overwatch,overwatch,http://www.overwatchdata.ai,https://www.ycombinator.com/companies/overwatch,Enterprise software for enterprise risk and cyber fraud intelligence,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Raven,raven,https://startraven.com,https://www.ycombinator.com/companies/raven,AI Assistants for Manufacturing Operations,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Flair Labs,flair-labs,https://www.flairlabs.ai/,https://www.ycombinator.com/companies/flair-labs,AI workforce for mortgage,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Unify,unify,https://unify.ai,https://www.ycombinator.com/companies/unify,AI teammates for everyone else 🤖,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Typewise,typewise,https://typewise.app,https://www.ycombinator.com/companies/typewise,Customer service AI that resolves requests end-to-end.,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,NewsCatcher,newscatcher,https://newscatcherapi.com/,https://www.ycombinator.com/companies/newscatcher,Turning the web into a structured database of real world events.,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,100x,100x,https://100x.bot?utm_source=inbound&utm_medium=bookface&utm_campaign=yc&utm_id=122,https://www.ycombinator.com/companies/100x,"Create, Share, and Monetize AI Agents",Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Thera,thera,https://www.getthera.com,https://www.ycombinator.com/companies/thera,AI-Native Finance OS,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Peoplebox.ai,peoplebox,https://www.peoplebox.ai,https://www.ycombinator.com/companies/peoplebox,"AI talent platform to hire, manage, and grow your people ",Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Coris,coris,https://coris.ai/,https://www.ycombinator.com/companies/coris,"AI risk and ops platform for Payment Processors, Banks, SaaS…",Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,AnythingLLM,anythingllm,https://anythingllm.com,https://www.ycombinator.com/companies/anythingllm,Building the definitive all-in-one on-device AI productivity tool,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,FlyCode,flycode,https://www.flycode.com,https://www.ycombinator.com/companies/flycode,Recover failed subscription payments to increase retention and LTV,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Maya Labs,maya-labs,https://mayalabs.io,https://www.ycombinator.com/companies/maya-labs,Building self-programming machines,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Rima AI (formerly Garage),rima-ai,https://www.getrima.ai,https://www.ycombinator.com/companies/rima-ai,Document and spreadsheet automation for accountants,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Quinn,quinn,https://www.quinnbio.com,https://www.ycombinator.com/companies/quinn,"Your biopharma team, from molecule design to portfolio strategy",Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cobbery,cobbery,https://cobbery.com,https://www.ycombinator.com/companies/cobbery,Superpowers for litigators,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Feather,feather-2,https://featherhq.com,https://www.ycombinator.com/companies/feather-2,Voice AI,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Artemis Search,artemis-search,https://search-artemis.com/,https://www.ycombinator.com/companies/artemis-search,A search technology that actually finds what you’re looking for.,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Unthread,unthread,https://unthread.io,https://www.ycombinator.com/companies/unthread,Automate support ops natively in Slack,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,HOMLI,homli,https://thehomli.com,https://www.ycombinator.com/companies/homli,Sell your home without brokers,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Jasmine Energy,jasmine-energy,http://www.jasmine.energy,https://www.ycombinator.com/companies/jasmine-energy,Claim solar incentives with AI,Summer 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Wondercraft,wondercraft,https://wondercraft.ai/,https://www.ycombinator.com/companies/wondercraft,Create video by chatting to AI,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Clearline,clearline,https://useclearline.com,https://www.ycombinator.com/companies/clearline,AI for modern automotive dealerships,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Monterey AI,monterey-ai,http://www.monterey.ai,https://www.ycombinator.com/companies/monterey-ai,Turn user feedback to product insights,Summer 2022,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Pump.co,pump-co,https://www.pump.co/,https://www.ycombinator.com/companies/pump-co,The Costco for cloud is here 🔥🔥,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Knowtex,knowtex,http://www.knowtex.ai/,https://www.ycombinator.com/companies/knowtex,Making doctors 2x more efficient with AI note-taking & charge capture,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,CAPSULE,capsule,https://www.shopcapsule.ai/,https://www.ycombinator.com/companies/capsule,Buy anything you find on social media,Summer 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,InVision Medical Technology,invision-medical-technology,http://invisionmedtech.com/,https://www.ycombinator.com/companies/invision-medical-technology,AI Diagnosis of  Heart Disease,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cambio,cambio-2,https://www.cambio.ai/,https://www.ycombinator.com/companies/cambio-2,AI-native commercial real estate operations,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Axle,axle,https://axle.insure,https://www.ycombinator.com/companies/axle,AI-native clearinghouse for insurance,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Chima,chima,https://www.withchima.com/,https://www.ycombinator.com/companies/chima,Building infrastructure tools to help large companies customize their…,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Integrated Reasoning,integrated-reasoning,https://integrated-reasoning.com,https://www.ycombinator.com/companies/integrated-reasoning,Faster processors for solving NP-complete problems,Summer 2022,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Dev Tools AI,dev-tools-ai,https://dev-tools.ai,https://www.ycombinator.com/companies/dev-tools-ai,AI powered web & mobile automation,Summer 2022,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Rubbrband,rubbrband,https://rubbrband.com,https://www.ycombinator.com/companies/rubbrband,A new kind of creative company.,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Reflex,reflex,https://reflex.dev,https://www.ycombinator.com/companies/reflex,The operating system for building mission-critical enterprise apps.,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Linum,linum,https://www.linum.ai/,https://www.ycombinator.com/companies/linum,"type text, dream video",Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Layup,layup,http://www.layuplabs.ai,https://www.ycombinator.com/companies/layup,Guide your users. Right in your product.,Winter 2023,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Credal.ai,credal-ai,https://credal.ai,https://www.ycombinator.com/companies/credal-ai,The Control Plane for Enterprise Agents,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Rollstack,rollstack-2,https://www.rollstack.com,https://www.ycombinator.com/companies/rollstack-2,Automate data-driven slide decks and documents with AI,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Novelcare,novelcare,https://www.novel.care,https://www.ycombinator.com/companies/novelcare,Empowering every doctor and every patient to participate in research,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Concourse,concourse,https://concourse.ai/,https://www.ycombinator.com/companies/concourse,The AI Agent platform for finance,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Latent,latent,https://latenthealth.com,https://www.ycombinator.com/companies/latent,Medical language models to automate healthcare operations,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Lynx,lynx,https://uselynx.ai,https://www.ycombinator.com/companies/lynx,AI platform for investigating and resolving engineering incidents,Winter 2023,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Rubber Ducky Labs,rubber-ducky-labs,https://www.rubberduckylabs.io/,https://www.ycombinator.com/companies/rubber-ducky-labs,AI Powered Product Discovery,Winter 2023,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Pair AI,pair-ai,https://www.pairai.com/,https://www.ycombinator.com/companies/pair-ai,Reimagining education with short form video and AI,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Ohm,ohm-2,https://www.ohm.ai,https://www.ycombinator.com/companies/ohm-2,Ohm helps engineering teams accelerate hardware development & testing.,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Double – Coding Copilot,double-coding-copilot,https://double.bot,https://www.ycombinator.com/companies/double-coding-copilot,AI coding copilot engineered for performance,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Glass Health,glass-health,https://glass.health,https://www.ycombinator.com/companies/glass-health,AI-Powered Clinical Decision Support & Ambient Scribing,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Versive,versive,https://www.getversive.com/,https://www.ycombinator.com/companies/versive,AI-first user research platform,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Narrative,narrative,https://www.trynarrative.com/,https://www.ycombinator.com/companies/narrative,AI agents for end-to-end testing,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Gluetrail,gluetrail,https://www.gluetrail.com,https://www.ycombinator.com/companies/gluetrail,Create step by step articles with screenshots and videos 10x faster,Winter 2023,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,infra.new,infranew,https://infra.new,https://www.ycombinator.com/companies/infranew,AI Agent for Cloud Infrastructure,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,PoplarML,poplarml,http://poplarml.com,https://www.ycombinator.com/companies/poplarml,Deploy Machine Learning Models with One Command,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cosine,cosine,http://www.cosine.sh,https://www.ycombinator.com/companies/cosine,Fully Agentic SWE,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Gooseworks,gooseworks,https://gooseworks.ai/,https://www.ycombinator.com/companies/gooseworks,Self-Improving Ad Creative Engines,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,No Cap,no-cap,https://www.nocap.so,https://www.ycombinator.com/companies/no-cap,"AI startup investor, No Cap",Winter 2023,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Dream3D,dream3d,https://dream3d.com,https://www.ycombinator.com/companies/dream3d,We build tools to help humanity predict the future.,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,DataSuite,datasuite,https://truthsuite.com,https://www.ycombinator.com/companies/datasuite,Dataset Management for AI Trainers,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,co.dev,co-dev,https://co.dev/?ref=YC,https://www.ycombinator.com/companies/co-dev,Turn your ideas into full-stack apps,Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Aqueduct,aqueduct,https://aqueduct.sh,https://www.ycombinator.com/companies/aqueduct,"Create, edit, and share procedural material graphs.",Winter 2023,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
